chrom	left	right	max_coverage	gene_id	strand	pval	past_fdr	padj	height
II	7296259	7296293	4	WBGene00004244	-	0.0	True	0.0	4.0
II	8933612	8933637	4	WBGene00011884	+	0.0	True	0.0	4.0
II	8938893	8938921	2	WBGene00011885	+	0.047	False	0.100589846898	2.0
II	8942432	8942467	2	WBGene00011886	+	0.975	False	1.0	2.0
II	8942525	8942559	10	WBGene00011886	+	0.0	True	0.0	10.0
I	8032349	8032393	2	WBGene00045192	+	0.182	False	0.28451559741	2.0
III	4216998	4217030	3	WBGene00003401	-	0.53	False	0.674822627037	3.0
III	4217091	4217153	10	WBGene00003401	-	0.0	True	0.0	10.0
III	4217176	4217205	4	WBGene00003401	-	0.055	False	0.113858144973	4.0
III	4217335	4217368	2	WBGene00003401	-	0.999	False	1.0	2.0
IV	17470564	17470597	6	WBGene00008707	-	0.0	True	0.0	6.0
IV	17470612	17470637	3	WBGene00008707	-	0.095	False	0.171997273347	3.0
V	6335397	6335458	2	WBGene00023155	+	0.748	False	0.889694581281	2.0
III	12023625	12023659	2	WBGene00000273	+	0.391	False	0.525023255814	2.0
III	12025252	12025287	3	WBGene00000273	+	0.013	False	0.0362308499475	3.0
IV	10732840	10732891	5	WBGene00013857	-	0.0	True	0.0	5.0
V	8514116	8514144	2	WBGene00018482	-	0.258	False	0.374657189721	2.0
X	10897918	10897944	2	WBGene00009812	-	0.027	False	0.0660331491713	2.0
III	6363162	6363206	5	WBGene00016977	+	0.016	False	0.0427525150905	5.0
III	6365596	6365628	4	WBGene00016977	+	0.247	False	0.361649393605	4.0
III	6365744	6365788	7	WBGene00016977	+	0.001	True	0.00379428571429	7.0
III	6365932	6365963	2	WBGene00016977	+	1.0	False	1.0	2.0
III	6366124	6366172	9	WBGene00016977	+	0.0	True	0.0	9.0
III	6366455	6366513	8	WBGene00016977	+	0.001	True	0.00379428571429	7.0
III	6366577	6366629	8	WBGene00016977	+	0.001	True	0.00379428571429	7.0
II	13322076	13322138	10	WBGene00012990	-	0.0	True	0.0	9.0
II	13322158	13322189	2	WBGene00012990	-	1.0	False	1.0	2.0
II	13322228	13322278	15	WBGene00012990	-	0.0	True	0.0	15.0
V	15394127	15394154	2	WBGene00011538	-	0.029	False	0.0700218181818	2.0
III	10428536	10428582	2	WBGene00010845	-	0.235	False	0.348303571429	2.0
II	5664399	5664430	2	WBGene00016115	+	0.936	False	1.0	2.0
II	5664460	5664497	4	WBGene00016115	+	0.008	False	0.0236878483835	4.0
II	5664538	5664569	3	WBGene00016115	+	0.146	False	0.241154228856	3.0
II	5664789	5664831	3	WBGene00016115	+	0.146	False	0.241154228856	3.0
I	754716	754766	13	WBGene00023169	+	0.0	True	0.0	13.0
IV	16482855	16482892	5	WBGene00004357	-	0.008	False	0.0236878483835	5.0
IV	16482967	16483000	2	WBGene00004357	-	1.0	False	1.0	2.0
IV	16483729	16483784	5	WBGene00004357	-	0.085	False	0.157543614794	4.0
IV	16483879	16483921	5	WBGene00004357	-	0.008	False	0.0236878483835	5.0
III	9898885	9898936	2	WBGene00009594	-	0.017	False	0.0449721115538	2.0
V	9090914	9090991	7	WBGene00044923	+	0.001	True	0.00379428571429	7.0
I	7279379	7279426	2	WBGene00014343	-	0.813	False	0.939106290672	2.0
I	10178790	10178813	2	WBGene00007707	+	0.102	False	0.182064516129	2.0
III	5565085	5565157	6	WBGene00003371	+	0.003	False	0.0101503184713	5.0
III	5567007	5567038	3	WBGene00003371	+	0.362	False	0.491801534527	3.0
III	5567050	5567077	3	WBGene00003371	+	0.362	False	0.491801534527	3.0
III	5567281	5567319	6	WBGene00003371	+	0.0	True	0.0	6.0
X	17455820	17455892	18	WBGene00003370	-	0.0	True	0.0	13.0
I	7585415	7585449	2	WBGene00004178	-	0.06	False	0.121002277904	2.0
I	4678963	4679024	6	WBGene00006791	+	0.0	True	0.0	5.0
I	4679113	4679170	4	WBGene00006791	+	0.123	False	0.210223938224	3.0
III	4697890	4697919	3	WBGene00011409	+	0.0	True	0.0	3.0
IV	14083286	14083313	2	WBGene00009924	+	0.146	False	0.241154228856	2.0
IV	13095388	13095430	4	WBGene00008035	+	0.0	True	0.0	4.0
I	1540882	1540913	4	WBGene00022360	+	0.0	True	0.0	4.0
IV	17090636	17090683	3	WBGene00013804	-	0.415	False	0.551395697849	2.0
IV	17090752	17090776	2	WBGene00013804	-	0.415	False	0.551395697849	2.0
V	12226829	12226862	2	WBGene00003515	-	0.201	False	0.30948173913	2.0
V	7729522	7729564	4	WBGene00022410	+	0.002	True	0.00712064343164	4.0
V	7729928	7729964	2	WBGene00022410	+	0.68	False	0.82695970696	2.0
III	3868922	3868974	3	WBGene00004414	+	0.123	False	0.210223938224	3.0
III	3869251	3869332	4	WBGene00004414	+	0.123	False	0.210223938224	3.0
IV	12141205	12141247	5	WBGene00007090	-	0.0	True	0.0	5.0
I	1766151	1766208	3	WBGene00022149	+	0.002	True	0.00712064343164	3.0
I	10660169	10660231	6	WBGene00015237	-	0.0	True	0.0	6.0
I	10639126	10639151	2	WBGene00015235	-	0.16	False	0.25912195122	2.0
II	7003299	7003347	2	WBGene00022966	+	0.827	False	0.949388458226	2.0
III	13550855	13550897	10	WBGene00013578	-	0.0	True	0.0	10.0
I	9757195	9757223	2	WBGene00006352	+	1.0	False	1.0	2.0
I	9757344	9757396	9	WBGene00006352	+	0.0	True	0.0	9.0
I	9757408	9757452	5	WBGene00006352	+	0.004	False	0.0130515970516	5.0
I	9757780	9757812	2	WBGene00006352	+	1.0	False	1.0	2.0
IV	10735343	10735370	3	WBGene00000865	+	0.003	False	0.0101503184713	3.0
III	9570638	9570681	2	WBGene00000421	-	0.006	False	0.0186168224299	2.0
V	6707235	6707269	2	WBGene00020950	-	0.081	False	0.152147100424	2.0
I	15041730	15041761	2	WBGene00009285	-	0.062	False	0.124374622356	2.0
III	2679433	2679475	2	WBGene00002915	+	0.129	False	0.218231847134	2.0
III	2681042	2681080	5	WBGene00002915	+	0.0	True	0.0	5.0
I	9135478	9135506	2	WBGene00003209	+	0.08	False	0.150909090909	2.0
III	4097007	4097053	2	WBGene00007270	-	0.033	False	0.0774275618375	2.0
I	9659927	9659957	2	WBGene00007277	+	0.314	False	0.439170089521	2.0
I	9659981	9660012	2	WBGene00007277	+	0.314	False	0.439170089521	2.0
I	10442081	10442107	2	WBGene00013718	-	0.052	False	0.109093206951	2.0
II	9365723	9365754	6	WBGene00003196	+	0.0	True	0.0	6.0
II	9368695	9368734	2	WBGene00003196	+	0.716	False	0.859329417081	2.0
II	9368910	9368960	4	WBGene00003196	+	0.003	False	0.0101503184713	4.0
I	13658216	13658269	6	WBGene00012354	-	0.0	True	0.0	6.0
I	11649595	11649646	10	WBGene00014542	+	0.0	True	0.0	10.0
IV	3552180	3552268	14	WBGene00022894	-	0.611	False	0.754096654275	9.0
II	7171883	7171944	10	WBGene00045091	+	0.0	True	0.0	10.0
III	5762095	5762131	3	WBGene00022899	-	0.457	False	0.599699604743	3.0
IV	11021014	11021075	3	WBGene00044784	+	0.31	False	0.43564021164	2.0
III	9630339	9630361	2	WBGene00006704	-	0.996	False	1.0	2.0
III	9630372	9630410	10	WBGene00006704	-	0.0	True	0.0	10.0
IV	387620	387657	4	WBGene00044789	+	0.003	False	0.0101503184713	4.0
IV	387664	387690	3	WBGene00044789	+	0.084	False	0.156016783217	3.0
X	9952723	9952760	2	WBGene00007653	-	0.136	False	0.227896529968	2.0
II	2242597	2242641	2	WBGene00018782	+	0.15	False	0.246382189239	2.0
IV	6552673	6552707	2	WBGene00016610	-	0.252	False	0.36674630137	2.0
I	4164978	4165013	2	WBGene00002138	+	0.03	False	0.0721739130435	2.0
I	3748553	3748576	2	WBGene00002135	-	0.219	False	0.331243735763	2.0
X	1079697	1079721	2	WBGene00003991	-	0.072	False	0.139280407866	2.0
III	4362596	4362644	2	WBGene00007475	+	0.624	False	0.767097966728	2.0
III	6590533	6590575	3	WBGene00198998	+	0.655	False	0.8005890474	3.0
III	6455528	6455569	4	WBGene00020821	+	0.0	True	0.0	4.0
III	6457165	6457206	4	WBGene00020821	+	0.0	True	0.0	4.0
III	6459440	6459472	2	WBGene00020821	+	0.69	False	0.836058394161	2.0
V	14231363	14231406	3	WBGene00014420	+	0.531	False	0.675771921418	3.0
V	4818869	4818900	2	WBGene00016509	-	0.182	False	0.28451559741	2.0
V	4819081	4819111	2	WBGene00016509	-	0.182	False	0.28451559741	2.0
I	4912020	4912047	2	WBGene00017675	-	0.809	False	0.936254466231	2.0
I	4912144	4912168	2	WBGene00017675	-	0.809	False	0.936254466231	2.0
I	4912265	4912333	3	WBGene00017675	-	0.809	False	0.936254466231	2.0
II	7816534	7816557	2	WBGene00000517	+	0.32	False	0.446152230971	2.0
II	7816580	7816616	2	WBGene00000517	+	0.32	False	0.446152230971	2.0
IV	6587915	6587957	2	WBGene00001029	+	0.156	False	0.254038013489	2.0
I	4949237	4949307	10	WBGene00017885	+	0.0	True	0.0	10.0
IV	11312513	11312545	2	WBGene00001020	-	0.765	False	0.902638827188	2.0
IV	11312650	11312690	2	WBGene00001020	-	0.765	False	0.902638827188	2.0
IV	11312691	11312718	2	WBGene00001020	-	0.765	False	0.902638827188	2.0
IV	11313429	11313459	2	WBGene00001020	-	0.765	False	0.902638827188	2.0
III	4349923	4349971	2	WBGene00002003	+	0.035	False	0.0804152249135	2.0
V	14352456	14352489	4	WBGene00013025	+	0.068	False	0.133191740413	4.0
V	14354031	14354093	6	WBGene00013025	+	0.01	False	0.0286825053996	5.0
V	14354152	14354203	6	WBGene00013025	+	0.001	True	0.00379428571429	6.0
V	14354213	14354259	9	WBGene00013025	+	0.0	True	0.0	9.0
III	7859439	7859471	2	WBGene00044324	+	0.295	False	0.418994652406	2.0
IV	1710908	1710945	4	WBGene00019537	+	0.033	False	0.0774275618375	4.0
IV	1711000	1711031	3	WBGene00019537	+	0.331	False	0.456931392931	3.0
IV	1711066	1711090	3	WBGene00019537	+	0.331	False	0.456931392931	3.0
V	8133097	8133151	5	WBGene00017016	+	0.0	True	0.0	5.0
V	8960554	8960597	4	WBGene00020553	+	0.0	True	0.0	4.0
V	8961121	8961146	2	WBGene00020553	+	0.518	False	0.663359691418	2.0
III	6124424	6124462	3	WBGene00021534	-	0.0	True	0.0	3.0
II	11651460	11651496	4	WBGene00013924	-	0.002	True	0.00712064343164	4.0
II	11651525	11651552	2	WBGene00013924	-	0.532	False	0.676720306513	2.0
III	4491281	4491310	3	WBGene00000465	+	0.115	False	0.199113428944	3.0
III	4491312	4491360	9	WBGene00000465	+	0.0	True	0.0	9.0
IV	9925069	9925111	2	WBGene00001113	-	0.143	False	0.23767709637	2.0
I	2688947	2689072	27	WBGene00044927	+	0.039	False	0.0873389544688	15.0
IV	8929158	8929187	2	WBGene00008362	+	0.224	False	0.33650678733	2.0
III	773850	773900	2	WBGene00000882	+	0.23	False	0.342998315553	2.0
V	15186632	15186661	2	WBGene00000883	-	0.137	False	0.229282923756	2.0
II	6787747	6787802	2	WBGene00020481	+	0.546	False	0.69023131842	2.0
II	6787831	6787864	2	WBGene00020481	+	0.546	False	0.69023131842	2.0
II	6787931	6787957	2	WBGene00020481	+	0.546	False	0.69023131842	2.0
II	6788211	6788239	2	WBGene00020481	+	0.546	False	0.69023131842	2.0
IV	10987211	10987236	2	WBGene00000866	+	0.796	False	0.927677051338	2.0
IV	10987271	10987313	6	WBGene00000866	+	0.0	True	0.0	6.0
I	4115693	4115751	2	WBGene00000867	+	0.716	False	0.859329417081	2.0
I	4116182	4116214	2	WBGene00000867	+	0.716	False	0.859329417081	2.0
I	4116227	4116269	4	WBGene00000867	+	0.001	True	0.00379428571429	4.0
I	7697390	7697442	9	WBGene00001595	+	0.0	True	0.0	9.0
I	7697498	7697590	21	WBGene00001595	+	0.0	True	0.0	14.0
I	7697614	7697641	3	WBGene00001595	+	1.0	False	1.0	3.0
I	7697823	7697860	5	WBGene00001595	+	0.361	False	0.491448487955	5.0
I	7697928	7697967	7	WBGene00001595	+	0.008	False	0.0236878483835	7.0
I	7698004	7698080	17	WBGene00001595	+	0.0	True	0.0	9.0
I	8022731	8022769	3	WBGene00000869	-	0.048	False	0.102153846154	3.0
I	8023064	8023101	2	WBGene00000869	-	0.611	False	0.754096654275	2.0
X	12938176	12938221	6	WBGene00010430	+	0.112	False	0.195834101382	6.0
II	4872152	4872194	5	WBGene00000649	-	0.0	True	0.0	5.0
I	14794079	14794114	6	WBGene00009553	+	0.0	True	0.0	6.0
I	14794161	14794201	5	WBGene00009553	+	0.0	True	0.0	5.0
I	14794221	14794247	2	WBGene00009553	+	0.896	False	1.0	2.0
X	12665275	12665317	2	WBGene00009555	+	0.707	False	0.85276657584	2.0
II	5867546	5867600	3	WBGene00018872	-	0.044	False	0.0957117117117	2.0
II	5750228	5750267	2	WBGene00002054	+	0.038	False	0.0858231292517	2.0
III	6905048	6905108	5	WBGene00020314	+	0.0	True	0.0	5.0
III	6970069	6970111	6	WBGene00001168	-	0.0	True	0.0	6.0
III	6970347	6970372	2	WBGene00001168	-	0.999	False	1.0	2.0
III	6970854	6970885	2	WBGene00001168	-	0.999	False	1.0	2.0
III	6971008	6971069	2	WBGene00001168	-	0.999	False	1.0	2.0
III	6971091	6971120	2	WBGene00001168	-	0.999	False	1.0	2.0
III	6971342	6971380	3	WBGene00001168	-	0.595	False	0.738812529219	3.0
X	7825362	7825387	2	WBGene00001169	+	0.959	False	1.0	2.0
X	7825465	7825497	2	WBGene00001169	+	0.959	False	1.0	2.0
X	7825517	7825567	2	WBGene00001169	+	0.959	False	1.0	2.0
X	7825593	7825652	6	WBGene00001169	+	0.0	True	0.0	6.0
III	7824437	7824468	2	WBGene00001209	-	0.23	False	0.342998315553	2.0
III	7824549	7824591	3	WBGene00001209	-	0.002	True	0.00712064343164	3.0
III	8136507	8136539	3	WBGene00015752	+	0.0	True	0.0	3.0
I	7857874	7857903	2	WBGene00011230	-	0.12	False	0.206692607004	2.0
V	10578498	10578521	2	WBGene00011892	-	0.235	False	0.348303571429	2.0
IV	10366345	10366391	3	WBGene00011239	-	0.006	False	0.0186168224299	3.0
V	11645279	11645311	2	WBGene00000249	+	0.58	False	0.724250117536	2.0
V	11645312	11645341	4	WBGene00000249	+	0.0	True	0.0	4.0
II	4739720	4739762	3	WBGene00018271	+	0.006	False	0.0186168224299	3.0
IV	14764855	14764951	7	WBGene00014593	-	0.003	False	0.0101503184713	6.0
V	8629317	8629348	2	WBGene00018294	-	1.0	False	1.0	2.0
V	8629360	8629389	3	WBGene00018294	-	0.452	False	0.594312871287	3.0
V	8629398	8629448	5	WBGene00018294	-	0.001	True	0.00379428571429	5.0
V	8629541	8629583	7	WBGene00018294	-	0.0	True	0.0	7.0
V	8605212	8605239	2	WBGene00018290	-	0.053	False	0.110492935636	2.0
II	9750280	9750316	2	WBGene00003785	+	0.244	False	0.359237250554	2.0
II	9750339	9750383	4	WBGene00003785	+	0.0	True	0.0	4.0
I	3567647	3567690	2	WBGene00200878	-	0.799	False	0.930297723292	2.0
IV	2802370	2802406	2	WBGene00023179	+	0.733	False	0.873809694794	2.0
III	8172289	8172372	8	WBGene00004187	+	0.0	True	0.0	6.0
III	8172389	8172416	5	WBGene00004187	+	0.0	True	0.0	5.0
X	15101974	15102016	2	WBGene00008605	-	0.085	False	0.157543614794	2.0
X	3940621	3940664	2	WBGene00004184	-	0.34	False	0.466687338501	2.0
III	1604739	1604781	2	WBGene00023171	-	0.807	False	0.935979039301	2.0
III	5448242	5448292	6	WBGene00018613	-	0.0	True	0.0	6.0
V	15547874	15547926	5	WBGene00014353	-	0.145	False	0.240099750623	5.0
V	15554065	15554107	7	WBGene00014351	+	0.046	False	0.0988478964401	7.0
X	14135910	14135952	2	WBGene00014356	+	0.632	False	0.7746155976	2.0
X	14115716	14115774	14	WBGene00014354	+	0.001	True	0.00379428571429	14.0
II	6986252	6986289	2	WBGene00015795	+	0.026	False	0.0641188486537	2.0
III	13087692	13087725	2	WBGene00004164	-	0.035	False	0.0804152249135	2.0
II	12209416	12209439	3	WBGene00004167	-	0.017	False	0.0449721115538	3.0
II	12209590	12209621	6	WBGene00004167	-	0.0	True	0.0	6.0
II	240950	240982	3	WBGene00004166	-	0.0	True	0.0	3.0
II	241012	241040	2	WBGene00004166	-	0.095	False	0.171997273347	2.0
IV	14954313	14954349	4	WBGene00012762	-	0.0	True	0.0	4.0
IV	15025302	15025336	5	WBGene00012765	+	0.0	True	0.0	5.0
IV	15025344	15025376	2	WBGene00012765	+	0.623	False	0.766769230769	2.0
IV	15039380	15039409	3	WBGene00012768	+	0.004	False	0.0130515970516	3.0
III	8973590	8973632	2	WBGene00011144	+	0.046	False	0.0988478964401	2.0
III	4699404	4699440	2	WBGene00011411	-	0.051	False	0.107419508327	2.0
III	9462907	9462939	3	WBGene00004980	+	0.003	False	0.0101503184713	3.0
V	6783385	6783429	9	WBGene00004984	-	0.0	True	0.0	9.0
IV	1410857	1410890	2	WBGene00022310	-	0.074	False	0.142320057929	2.0
II	213192	213223	2	WBGene00018585	-	0.99	False	1.0	2.0
II	213329	213390	12	WBGene00018585	-	0.0	True	0.0	11.0
IV	5850679	5850705	3	WBGene00015538	+	0.0	True	0.0	3.0
III	6727769	6727803	2	WBGene00022420	+	0.101	False	0.180643771044	2.0
IV	8513820	8513875	3	WBGene00044001	+	0.457	False	0.599699604743	2.0
X	1698675	1698708	2	WBGene00022954	+	0.606	False	0.750016775396	2.0
X	7906618	7906660	2	WBGene00022956	+	0.76	False	0.899536541889	2.0
IV	3386800	3386838	3	WBGene00015248	+	0.005	False	0.0159423769508	3.0
IV	2655074	2655106	6	WBGene00194996	-	0.0	True	0.0	6.0
IV	7316776	7316842	4	WBGene00194997	+	0.506	False	0.651447406689	3.0
I	9796222	9796268	8	WBGene00009164	+	0.0	True	0.0	8.0
I	9796298	9796321	2	WBGene00009164	+	0.932	False	1.0	2.0
I	9796569	9796598	2	WBGene00009164	+	0.932	False	1.0	2.0
I	15001532	15001572	2	WBGene00013969	+	0.09	False	0.164741557547	2.0
V	11769222	11769255	2	WBGene00004768	+	0.125	False	0.213367609254	2.0
III	4577581	4577612	2	WBGene00004762	-	0.057	False	0.116814814815	2.0
III	4596367	4596395	2	WBGene00004760	-	0.08	False	0.150909090909	2.0
III	4596397	4596425	3	WBGene00004760	-	0.001	True	0.00379428571429	3.0
X	6252634	6252668	2	WBGene00021050	+	0.201	False	0.30948173913	2.0
II	4473427	4473462	2	WBGene00021056	+	0.196	False	0.302484601976	2.0
II	9525975	9526003	4	WBGene00003231	+	0.001	True	0.00379428571429	4.0
IV	448270	448302	2	WBGene00022044	+	0.053	False	0.110492935636	2.0
IV	10414630	10414678	7	WBGene00008733	-	0.0	True	0.0	7.0
III	11849357	11849388	2	WBGene00003234	+	0.032	False	0.0756829919858	2.0
IV	11063535	11063565	5	WBGene00012382	-	0.0	True	0.0	5.0
I	10227757	10227791	2	WBGene00013709	-	0.899	False	1.0	2.0
I	10227818	10227854	3	WBGene00013709	-	0.134	False	0.225398353388	3.0
I	10228014	10228052	4	WBGene00013709	-	0.006	False	0.0186168224299	4.0
I	10228157	10228197	2	WBGene00013709	-	0.899	False	1.0	2.0
II	11698350	11698398	7	WBGene00012148	-	0.0	True	0.0	7.0
III	8351599	8351630	2	WBGene00006840	-	0.15	False	0.246382189239	2.0
V	10533046	10533083	3	WBGene00006460	-	0.31	False	0.43564021164	3.0
V	10533119	10533149	3	WBGene00006460	-	0.31	False	0.43564021164	3.0
V	10533160	10533196	8	WBGene00006460	-	0.0	True	0.0	8.0
V	10533293	10533343	4	WBGene00006460	-	0.31	False	0.43564021164	3.0
I	9440914	9440945	2	WBGene00007647	+	0.099	False	0.178146341463	2.0
I	9432789	9432819	2	WBGene00007646	+	0.987	False	1.0	2.0
I	9433441	9433466	2	WBGene00007646	+	0.987	False	1.0	2.0
I	9433471	9433546	4	WBGene00007646	+	0.25	False	0.364835164835	3.0
I	9433647	9433671	3	WBGene00007646	+	0.25	False	0.364835164835	3.0
V	9746211	9746271	3	WBGene00077697	+	0.108	False	0.189839841165	2.0
II	9886554	9886620	9	WBGene00007463	-	0.0	True	0.0	7.0
II	9886668	9886704	8	WBGene00007463	-	0.0	True	0.0	8.0
II	9886736	9886773	5	WBGene00007463	-	0.002	True	0.00712064343164	5.0
II	9888399	9888438	3	WBGene00007463	-	0.505	False	0.650475266731	3.0
II	9890275	9890308	2	WBGene00007463	-	1.0	False	1.0	2.0
II	9890436	9890472	2	WBGene00007463	-	1.0	False	1.0	2.0
V	6599003	6599038	2	WBGene00001829	+	0.005	False	0.0159423769508	2.0
II	4741221	4741246	2	WBGene00018270	+	0.767	False	0.904195295162	2.0
II	4741392	4741427	4	WBGene00018270	+	0.002	True	0.00712064343164	4.0
III	13723910	13723933	2	WBGene00003048	+	0.173	False	0.273830750894	2.0
III	13724038	13724073	2	WBGene00003048	+	0.173	False	0.273830750894	2.0
I	13297091	13297154	3	WBGene00006595	+	0.006	False	0.0186168224299	3.0
V	1495674	1495718	2	WBGene00016512	+	0.092	False	0.167824175824	2.0
I	3001381	3001412	2	WBGene00021839	-	0.591	False	0.735220608899	2.0
I	6558289	6558331	2	WBGene00006607	+	0.416	False	0.551896103896	2.0
I	6558454	6558477	2	WBGene00006607	+	0.416	False	0.551896103896	2.0
I	6558544	6558572	2	WBGene00006607	+	0.416	False	0.551896103896	2.0
III	11172618	11172649	3	WBGene00006604	-	0.0	True	0.0	3.0
II	6955466	6955522	8	WBGene00006605	-	0.0	True	0.0	8.0
II	6955562	6955591	3	WBGene00006605	-	0.031	False	0.0738439461883	3.0
IV	7961907	7961940	4	WBGene00017641	+	0.0	True	0.0	4.0
III	8763617	8763643	2	WBGene00003253	-	0.45	False	0.592857142857	2.0
III	8763814	8763845	7	WBGene00003253	-	0.0	True	0.0	7.0
I	6843137	6843171	4	WBGene00001056	+	0.0	True	0.0	4.0
V	1875603	1875636	3	WBGene00021305	-	0.002	True	0.00712064343164	3.0
II	1233538	1233596	6	WBGene00018572	-	0.0	True	0.0	6.0
II	1233836	1233862	2	WBGene00018572	-	0.944	False	1.0	2.0
II	1233891	1233933	2	WBGene00018572	-	0.944	False	1.0	2.0
II	1234197	1234226	2	WBGene00018572	-	0.944	False	1.0	2.0
V	4824467	4824498	2	WBGene00002010	-	0.596	False	0.739708411215	2.0
V	4824528	4824569	5	WBGene00002010	-	0.0	True	0.0	5.0
III	12399281	12399317	3	WBGene00013034	-	0.003	False	0.0101503184713	3.0
II	11100018	11100046	2	WBGene00003831	+	0.078	False	0.148401146132	2.0
I	4251772	4251827	2	WBGene00016608	+	0.036	False	0.0822857142857	2.0
IV	9339572	9339616	2	WBGene00006931	-	0.118	False	0.203511688312	2.0
II	5910141	5910179	2	WBGene00006933	+	0.166	False	0.265760096444	2.0
II	5910970	5910996	2	WBGene00006933	+	0.166	False	0.265760096444	2.0
I	13548327	13548383	4	WBGene00006936	-	0.0	True	0.0	4.0
III	6114596	6114639	2	WBGene00020549	-	0.104	False	0.18464171123	2.0
III	7495367	7495429	4	WBGene00000479	-	0.937	False	1.0	3.0
III	7495652	7495691	3	WBGene00000479	-	0.937	False	1.0	3.0
III	7495706	7495752	16	WBGene00000479	-	0.0	True	0.0	15.0
III	7495991	7496017	2	WBGene00000479	-	1.0	False	1.0	2.0
III	7496212	7496254	8	WBGene00000479	-	0.0	True	0.0	8.0
III	10867046	10867072	3	WBGene00000475	-	0.007	False	0.0211272727273	3.0
II	11039746	11039779	4	WBGene00000472	-	0.07	False	0.136205128205	4.0
II	11039936	11039970	9	WBGene00000472	-	0.0	True	0.0	9.0
IV	8011207	8011247	9	WBGene00021541	-	0.0	True	0.0	9.0
II	233184	233271	7	WBGene00021546	-	0.004	False	0.0130515970516	4.0
I	3323729	3323755	2	WBGene00021549	-	0.089	False	0.163700831025	2.0
III	4276474	4276516	6	WBGene00006331	-	0.0	True	0.0	6.0
III	4278861	4278888	2	WBGene00006331	-	0.769	False	0.905749002217	2.0
I	9582810	9582842	3	WBGene00010608	-	0.006	False	0.0186168224299	3.0
I	6783966	6784001	2	WBGene00000871	+	0.937	False	1.0	2.0
I	6784187	6784221	9	WBGene00000871	+	0.0	True	0.0	9.0
III	13768556	13768598	3	WBGene00000875	-	0.034	False	0.0790753064799	3.0
III	13768708	13768742	3	WBGene00000875	-	0.034	False	0.0790753064799	3.0
III	13768753	13768779	2	WBGene00000875	-	0.616	False	0.759914537854	2.0
V	6704630	6704657	2	WBGene00020949	-	0.043	False	0.0937668308703	2.0
V	15190851	15190924	11	WBGene00000879	+	0.0	True	0.0	10.0
X	11095673	11095763	17	WBGene00014538	+	0.002	True	0.00712064343164	14.0
V	13650314	13650358	3	WBGene00010425	-	0.182	False	0.28451559741	3.0
V	13650567	13650602	10	WBGene00010425	-	0.0	True	0.0	10.0
V	13653942	13653970	2	WBGene00010425	-	0.964	False	1.0	2.0
X	12653082	12653116	2	WBGene00010424	-	0.293	False	0.41682271023	2.0
III	4317183	4317210	2	WBGene00010428	+	0.333	False	0.458738589212	2.0
III	4317473	4317508	2	WBGene00010428	+	0.333	False	0.458738589212	2.0
I	2418504	2418536	2	WBGene00017734	-	0.22	False	0.331435053885	2.0
II	10707255	10707300	2	WBGene00000656	+	0.163	False	0.262539721043	2.0
V	17088787	17088831	2	WBGene00011487	-	0.087	False	0.16068984701	2.0
I	5874483	5874514	2	WBGene00016422	-	0.957	False	1.0	2.0
I	5874556	5874586	2	WBGene00016422	-	0.957	False	1.0	2.0
I	5874728	5874757	5	WBGene00016422	-	0.0	True	0.0	5.0
I	5874859	5874893	5	WBGene00016422	-	0.0	True	0.0	5.0
II	8228793	8228823	2	WBGene00000894	+	0.33	False	0.456024973985	2.0
II	8229047	8229089	4	WBGene00000894	+	0.0	True	0.0	4.0
I	5372544	5372570	2	WBGene00018862	+	0.015	False	0.0408196721311	2.0
I	9952865	9952922	12	WBGene00005023	+	0.0	True	0.0	12.0
I	9952932	9952995	7	WBGene00005023	+	0.027	False	0.0660331491713	4.0
I	9953286	9953315	3	WBGene00005023	+	0.321	False	0.447311647429	3.0
V	10659675	10659720	3	WBGene00005022	-	0.0	True	0.0	3.0
III	7102200	7102227	2	WBGene00015102	-	0.075	False	0.144138929088	2.0
I	9863007	9863047	2	WBGene00010731	+	0.553	False	0.697752019002	2.0
I	9863127	9863156	4	WBGene00010731	+	0.0	True	0.0	4.0
I	9850301	9850343	12	WBGene00010730	-	0.0	True	0.0	12.0
I	9850433	9850478	6	WBGene00010730	-	0.002	True	0.00712064343164	6.0
I	9850487	9850512	2	WBGene00010730	-	1.0	False	1.0	2.0
V	15479984	15480026	4	WBGene00010733	-	0.265	False	0.382729744426	4.0
V	4648060	4648099	5	WBGene00018297	-	0.0	True	0.0	5.0
V	4648168	4648196	2	WBGene00018297	-	0.906	False	1.0	2.0
I	5317593	5317635	2	WBGene00018598	-	0.109	False	0.191091749175	2.0
IV	10176917	10176993	4	WBGene00010556	+	0.113	False	0.197063690085	3.0
IV	10177841	10177864	2	WBGene00010556	+	0.849	False	0.965301369863	2.0
V	12780387	12780430	7	WBGene00014619	-	0.011	False	0.0314488697524	7.0
I	3217043	3217087	4	WBGene00001481	+	0.0	True	0.0	4.0
I	12512938	12512966	2	WBGene00006829	+	0.178	False	0.280574480712	2.0
X	10667589	10667623	2	WBGene00014320	+	0.648	False	0.792397790055	2.0
V	8223253	8223303	3	WBGene00000098	+	0.336	False	0.462631415241	2.0
V	14453334	14453379	4	WBGene00000257	-	0.0	True	0.0	4.0
I	6342405	6342436	2	WBGene00000254	+	0.455	False	0.597961405245	2.0
I	6342682	6342719	3	WBGene00000254	+	0.013	False	0.0362308499475	3.0
